id,title,authors,subjects,bookshelves,summary,download_count,reading_ease_score,issued,cover_image,text_url,source_url,removed_from_catalog
31,Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles,Antigone (Mythological character) -- Drama; Greek drama (Tragedy) -- Translations into English; Oedipus (Greek mythological figure) -- Drama; Tragedies (Drama),Best Books Ever Listings; Category: Classics of Literature; Category: Plays/Films/Dramas; Harvard Classics; Plays,"""Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone"" by Sophocles is a collection of classic Greek tragedies likely written in the 5th century BC. The central themes explore fate, free will, and the tragic consequences of human actions, revolving mainly around the lives of Oedipus and his family, highlighting his fall from grace and the ensuing curses that plague his lineage.  The opening of ""Oedipus the King"" sets the stage in Thebes, where King Oedipus learns about a devastating plague afflicting his city. As he vows to find the cause, he is determined to uncover the truth, leading him down a path of self-discovery and horrifying realizations about his identity and past. The characters introduced, including the priest, Creon, and the blind seer Teiresias, foreshadow the tragic unraveling of Oedipus's life, particularly as themes of hubris and fate begin to prevail, laying the groundwork for the unfolding tragedy. The pleads of the Theban citizens highlight the desperation of those under Oedipus’s reign, marking him as both a capable but ultimately doomed leader. (This is an automatically generated summary.)",3829,89.60,2006-03-08T00:00:00.000Z,https://www.gutenberg.org/cache/epub/31/pg31.cover.medium.jpg,https://www.gutenberg.org/files/31/31.txt,https://www.gutenberg.org/ebooks/31,
32,Herland,"Gilman, Charlotte Perkins",Black humor; Utopian fiction; Utopias -- Fiction; Women -- Fiction,Best Books Ever Listings; Category: American Literature; Category: Gender & Sexuality Studies; Category: Novels; Category: Science-Fiction & Fantasy,"""Herland"" by Charlotte Perkins Gilman is a feminist utopian novel written in 1915. Three male explorers discover an isolated society composed entirely of women who reproduce without men. What they find challenges every assumption they hold about gender, civilization, and human nature. As the men learn the language and customs of this all-female utopia—free of war, conflict, and domination—they must confront their own prejudices about what women should be, leading to revelations that test their understanding of society itself. (This is an automatically generated summary.)",2888,71.80,2008-06-27T00:00:00.000Z,https://www.gutenberg.org/cache/epub/32/pg32.cover.medium.jpg,https://www.gutenberg.org/files/32/32.txt,https://www.gutenberg.org/ebooks/32,
33,The Scarlet Letter,"Hawthorne, Nathaniel","Adultery -- Fiction; Boston (Mass.) -- History -- Colonial period, ca. 1600-1775 -- Fiction; Clergy -- Fiction; Historical fiction; Illegitimate children -- Fiction; Married women -- Fiction; Psychological fiction; Puritans -- Fiction; Revenge -- Fiction; Triangles (Interpersonal relations) -- Fiction; Women immigrants -- Fiction",Category: American Literature; Category: Classics of Literature; Category: Novels; Harvard Classics; Movie Books,"""The Scarlet Letter"" by Nathaniel Hawthorne is a historical novel published in 1850. Set in Puritan Massachusetts during the 1640s, it follows Hester Prynne, who bears a child outside marriage and must wear a scarlet ""A"" as punishment for adultery. While Hester refuses to name the father, her long-lost husband arrives in disguise, vowing revenge. The story explores sin, guilt, and redemption as secrets threaten to destroy lives in this unforgiving community. (This is an automatically generated summary.)",2567,64.40,1992-06-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/33/pg33.cover.medium.jpg,https://www.gutenberg.org/files/33/33.txt,https://www.gutenberg.org/ebooks/33,
34,Zen and the Art of the Internet,"Kehoe, Brendan P.",Computer networks; Information networks; Information retrieval; Internet,Category: How To ...; Category: Research Methods/Statistics/Information Sys,"""Zen and the Art of the Internet"" by Brendan P. Kehoe is a beginner's guide to navigating the Internet, written in the early 1990s. This practical manual aims to familiarize novice users with the various functions and features of the Internet, offering insight into both its potential and its complexities as a communication tool.  The opening of the guide introduces readers to the purpose of the text, which is to serve as both a reference for quick queries and a foundational resource for exploring the Internet. It emphasizes that the material is designed to be broadly applicable and not tied to any specific operating system. The text addresses the great expanse of information accessible via the Internet and cautions users about the time-consuming nature of online exploration. Specific terms, such as email addresses and domain names, are briefly explained, providing a glimpse into the foundational knowledge that the guide will cover in greater depth. (This is an automatically generated summary.)",1006,55.80,1992-06-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/34/pg34.cover.medium.jpg,https://www.gutenberg.org/files/34/34.txt,https://www.gutenberg.org/ebooks/34,
35,The Time Machine,"Wells, H. G. (Herbert George)",Dystopias -- Fiction; Science fiction; Time travel -- Fiction,Category: British Literature; Category: Novels; Category: Science-Fiction & Fantasy; Movie Books; Science Fiction,"""The Time Machine"" by H. G. Wells is a science fiction novella published in 1895. A Victorian scientist known as the Time Traveller journeys to the year 802,701, where he discovers humanity has evolved into two distinct species: the childlike Eloi and the savage Morlocks. This groundbreaking work popularized the concept of time travel and coined the term ""time machine."" Wells crafts a haunting vision of the future that explores class divisions and social inequality, taking readers on an unforgettable adventure through time's darkest possibilities. (This is an automatically generated summary.)",12761,79.50,2004-10-02T00:00:00.000Z,https://www.gutenberg.org/cache/epub/35/pg35.cover.medium.jpg,https://www.gutenberg.org/files/35/35.txt,https://www.gutenberg.org/ebooks/35,
36,The war of the worlds,"Wells, H. G. (Herbert George)",Imaginary wars and battles -- Fiction; Life on other planets -- Fiction; Mars (Planet) -- Fiction; Martians -- Fiction; Science fiction; Space warfare -- Fiction; War stories,Category: British Literature; Category: Classics of Literature; Category: Novels; Category: Science-Fiction & Fantasy; Movie Books; Science Fiction,"""The War of the Worlds"" by H. G. Wells is a science fiction novel written between 1895 and 1897. When Martians with superior intelligence and advanced weapons invade Earth, humanity faces extinction. The extraterrestrials emerge from metal cylinders, wielding devastating heat rays and toxic chemical weapons as they methodically destroy England's defenses. An unnamed narrator struggles to survive the carnage and reunite with his wife while civilization collapses around him. One of the earliest alien invasion stories, Wells's novel explores humanity's vulnerability against an unstoppable force. (This is an automatically generated summary.)",11824,77.80,2004-10-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/36/pg36.cover.medium.jpg,https://www.gutenberg.org/files/36/36.txt,https://www.gutenberg.org/ebooks/36,
37,The 1990 United States Census [2nd],United States. Bureau of the Census,Housing -- United States -- Statistics; United States -- Census; United States -- Population -- Statistics,Category: Encyclopedias/Dictionaries/Reference; Category: Reports & Conference Proceedings,"""The 1990 United States Census"" by the United States Bureau of the Census is a scientific publication that presents comprehensive demographic data collected during the 1990 census, likely written in the early 1990s. This document aims to provide insights into the population characteristics of the United States, detailing various statistics related to regions, states, and demographic components such as age, race, and household types.  The opening of the census report introduces the geographic regions defined according to the census, which are the Northeast, South, Midwest, and West. It includes a breakdown of the population estimates across these regions, along with specific data for individual states. Following this introduction, various tables present detailed statistics regarding the total populations, demographics such as sex and age distribution, and household information, illustrating the structured and methodical approach taken to analyze the nation’s population. Each section is dense with numerical data, serving as a vital resource for researchers, policymakers, and anyone interested in understanding the social and demographic trends of the early 1990s. (This is an automatically generated summary.)",724,74.70,1992-08-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/37/pg37.cover.medium.jpg,https://www.gutenberg.org/files/37/37.txt,https://www.gutenberg.org/ebooks/37,
38,"The Jargon File, Version 2.9.10, 01 Jul 1992",,Computers -- Humor; Computers -- Slang -- Dictionaries; Electronic data processing -- Terminology -- Humor,Category: Encyclopedias/Dictionaries/Reference; Category: Engineering & Technology; Category: Humour; Category: Journalism/Media/Writing,"""The Jargon File, Version 2.9.10, 01 Jul 1992"" by Eric S. Raymond and Guy L. Steele is a glossary and usage dictionary published in 1992. Born from the slang of MIT and Stanford AI labs in the 1970s, this collection captures the colorful language of early computer programmers and hackers. Through decades of evolution, it transformed from a living document into a legendary chronicle of hacker culture, preserving terms and philosophies that shaped the digital revolution and influenced generations of programmers worldwide. (This is an automatically generated summary.)",1156,64.20,1992-08-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/38/pg38.cover.medium.jpg,https://www.gutenberg.org/files/38/38.txt,https://www.gutenberg.org/ebooks/38,
39,Hitchhiker's Guide to the Internet,"Krol, Ed",Computer networks; Internet,Category: Engineering & Technology; Category: How To ...,"""The Hitchhiker's Guide to the Internet"" by Ed Krol is a practical guidebook aimed at those familiar with local area networks, written during the late 1980s. This comprehensive manual provides insight into the structure, protocols, and operations of the emerging Internet, serving as an essential resource for networking professionals and enthusiasts looking to connect their systems to the wider Internet. The book's content is reflective of an era when the Internet was transitioning from experimental networks to a more interconnected global framework.  The book covers a vast range of topics essential for understanding the Internet's functionality, starting from its historical context with the ARPAnet and leading to the complexities of network protocols, addressing, and domain name services. Krol explains critical concepts such as RFCs (Request for Comments), addressing allocation, and the role of various entities like the Network Information Center (NIC). The guide is both informative and technical, providing detailed procedures for network operation, troubleshooting, and effective use of Internet resources, making it a valuable resource for those entering the field of computer networking amidst the rapid evolution of digital communications. (This is an automatically generated summary.)",861,63.00,1992-09-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/39/pg39.cover.medium.jpg,https://www.gutenberg.org/files/39/39.txt,https://www.gutenberg.org/ebooks/39,
40,NorthWestNet User Services Internet Resource Guide (NUSIRG),"Kochmer, Jonathan",Internet,Category: Research Methods/Statistics/Information Sys; Category: Teaching & Education,"""NORTHWESTNET USER SERVICES INTERNET RESOURCE GUIDE (NUSIRG)"" by Jonathan Kochmer is a technical guide created in the early 1990s. The guide serves as a comprehensive resource for users of the NorthWestNet indexing various internet services, policies, and user support systems tied to the network. It is primarily aimed at individuals affiliated with the NorthWestNet network, including academics, researchers, and members of the education community.  The beginning of the guide lays out essential information on how users can access the NUSIRG for free via the File Transfer Protocol (FTP) or purchase a printed version. It details instructions for using FTP to obtain the guide and mentions the availability of various file formats. Furthermore, it highlights the NorthWestNet's mission, emphasizing education, research, and the expansion of network connectivity in the region through programs, training, and user support. The initial pages provide an overview of the structure and content of the guide, leading into sections that cover acceptable use policies and the operations of the network's services. (This is an automatically generated summary.)",280,,1992-09-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/40/pg40.cover.medium.jpg,https://www.gutenberg.org/files/40/40.txt,https://www.gutenberg.org/ebooks/40,
41,The Legend of Sleepy Hollow,"Irving, Washington",Ghosts -- Fiction; New York (State) -- History -- 1775-1865 -- Fiction,"Category: American Literature; Category: Mythology, Legends & Folklore; Category: Short Stories; Children's Literature; Harvard Classics","""The Legend of Sleepy Hollow"" by Washington Irving is a short story written in 1820. Set in 1790 in a secluded glen near Tarrytown, it follows Ichabod Crane, a superstitious schoolmaster who competes with local rowdy Brom Bones for the affections of wealthy Katrina Van Tassel. After a harvest party filled with ghost stories about a Headless Horseman, Ichabod encounters a terrifying cloaked rider on his journey home. The next morning, he has vanished, leaving only mysterious clues behind. (This is an automatically generated summary.)",21471,52.80,2008-06-27T00:00:00.000Z,https://www.gutenberg.org/cache/epub/41/pg41.cover.medium.jpg,https://www.gutenberg.org/files/41/41.txt,https://www.gutenberg.org/ebooks/41,
42,The strange case of Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis",Horror tales; London (England) -- Fiction; Multiple personality -- Fiction; Physicians -- Fiction; Psychological fiction; Science fiction; Self-experimentation in medicine -- Fiction,"Category: British Literature; Category: Classics of Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Gothic Fiction; Horror; Movie Books; Precursors of Science Fiction","""The Strange Case of Dr. Jekyll and Mr. Hyde"" by Robert Louis Stevenson is a Gothic horror novella published in 1886. When London lawyer Gabriel John Utterson investigates strange occurrences involving his old friend Dr. Henry Jekyll and a murderous criminal named Edward Hyde, he uncovers a disturbing mystery. This defining work of Gothic horror explores the duality of human nature, examining how good and evil can intertwine within a single person. The story's impact endures today, with ""Jekyll and Hyde"" becoming synonymous with those who possess hidden, shocking darkness. (This is an automatically generated summary.)",38989,75.40,1992-10-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/42/pg42.cover.medium.jpg,https://www.gutenberg.org/files/42/42.txt,https://www.gutenberg.org/ebooks/42,
43,The strange case of Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis",Horror tales; London (England) -- Fiction; Multiple personality -- Fiction; Physicians -- Fiction; Psychological fiction; Science fiction; Self-experimentation in medicine -- Fiction,"Category: British Literature; Category: Classics of Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Horror; Movie Books; Precursors of Science Fiction","""The Strange Case of Dr. Jekyll and Mr. Hyde"" by Robert Louis Stevenson is a Gothic horror novella published in 1886. When London lawyer Gabriel John Utterson investigates strange occurrences involving his old friend Dr. Henry Jekyll and a murderous criminal named Edward Hyde, he uncovers a disturbing mystery. This defining work of Gothic horror explores the duality of human nature and has profoundly influenced popular culture, making ""Jekyll and Hyde"" synonymous with hidden evil beneath respectable appearances. (This is an automatically generated summary.)",57647,75.40,2008-06-27T00:00:00.000Z,https://www.gutenberg.org/cache/epub/43/pg43.cover.medium.jpg,https://www.gutenberg.org/files/43/43.txt,https://www.gutenberg.org/ebooks/43,
44,The Song of the Lark,"Cather, Willa",Bildungsromans; Chicago (Ill.) -- Fiction; Children of clergy -- Fiction; Colorado -- Fiction; Musical fiction; Opera -- Fiction; Swedish Americans -- Fiction; Women singers -- Fiction; Young women -- Fiction,Category: American Literature; Category: Novels; Opera,"""The Song of the Lark"" by Willa Cather is a novel written in 1915. It follows Thea Kronborg, a talented girl from a small Colorado town who dreams of becoming a musician. When a teacher discovers her remarkable singing voice, she leaves home to pursue vocal training in Chicago and beyond. The novel traces her artistic development and personal sacrifices as she climbs toward success, shedding relationships that no longer serve her ambition in the burgeoning American West. (This is an automatically generated summary.)",1588,82.50,2008-06-27T00:00:00.000Z,https://www.gutenberg.org/cache/epub/44/pg44.cover.medium.jpg,https://www.gutenberg.org/files/44/44.txt,https://www.gutenberg.org/ebooks/44,
45,Anne of Green Gables,"Montgomery, L. M. (Lucy Maud)","Bildungsromans; Canada -- History -- 1867-1914 -- Fiction; Country life -- Prince Edward Island -- Fiction; Friendship -- Fiction; Girls -- Fiction; Islands -- Fiction; Orphans -- Fiction; Prince Edward Island -- History -- 20th century -- Fiction; Shirley, Anne (Fictitious character) -- Fiction",Canada; Category: Children & Young Adult Reading; Category: Classics of Literature; Category: Novels; Children's Literature,"""Anne of Green Gables"" by L. M. Montgomery is a novel published in 1908. When eleven-year-old orphan Anne Shirley arrives at Green Gables farm by mistake, the Cuthbert siblings had requested a boy to help with farmwork. Imaginative, talkative, and eager to belong, Anne must prove herself worthy of staying. The story follows her adventures in the village of Avonlea—making friends, excelling at school, clashing with rival Gilbert Blythe, and transforming the lives of everyone around her. (This is an automatically generated summary.)",21412,81.80,2008-06-27T00:00:00.000Z,https://www.gutenberg.org/cache/epub/45/pg45.cover.medium.jpg,https://www.gutenberg.org/files/45/45.txt,https://www.gutenberg.org/ebooks/45,
46,A Christmas Carol in Prose; Being a Ghost Story of Christmas,"Dickens, Charles","Christmas stories; Ghost stories; London (England) -- Fiction; Misers -- Fiction; Poor families -- Fiction; Scrooge, Ebenezer (Fictitious character) -- Fiction; Sick children -- Fiction",Category: British Literature; Category: Classics of Literature; Category: Novels; Children's Literature; Christmas,"""A Christmas Carol in Prose; Being a Ghost Story of Christmas"" by Charles Dickens is a novella published in 1843. It tells the story of Ebenezer Scrooge, a greedy miser who despises Christmas. Through supernatural visits from four ghosts—Jacob Marley and the spirits of Christmas Past, Present, and Future—Scrooge undergoes a profound transformation. This beloved tale has become one of Dickens's most famous works, adapted countless times across virtually every medium and performance genre since its publication. (This is an automatically generated summary.)",14246,80.00,2004-08-11T00:00:00.000Z,https://www.gutenberg.org/cache/epub/46/pg46.cover.medium.jpg,https://www.gutenberg.org/files/46/46.txt,https://www.gutenberg.org/ebooks/46,
47,Anne of Avonlea,"Montgomery, L. M. (Lucy Maud)","Canada -- History -- 1914-1945 -- Fiction; Islands -- Fiction; Orphans -- Fiction; Prince Edward Island -- History -- 20th century -- Fiction; Shirley, Anne (Fictitious character) -- Fiction; Teachers -- Fiction",Canada; Category: British Literature; Category: Children & Young Adult Reading; Category: Novels; Children's Literature,"""Anne of Avonlea"" by L. M. Montgomery is a novel published in 1909. This sequel follows Anne Shirley from ages sixteen to eighteen as she becomes Avonlea's schoolteacher on Prince Edward Island. Anne navigates the challenges of teaching, helps raise two orphaned twins, and co-founds the Village Improvement Society with mixed results. Along the way, she befriends an imaginative student and reunites a lonely woman with her long-lost love, all while preparing for college alongside her friend Gilbert. (This is an automatically generated summary.)",4596,82.80,2006-03-08T00:00:00.000Z,https://www.gutenberg.org/cache/epub/47/pg47.cover.medium.jpg,https://www.gutenberg.org/files/47/47.txt,https://www.gutenberg.org/ebooks/47,
48,The 1992 CIA World Factbook,United States. Central Intelligence Agency,"Geography -- Handbooks, manuals, etc.; Political science -- Handbooks, manuals, etc.; Political statistics -- Handbooks, manuals, etc.; World politics -- Handbooks, manuals, etc.",Category: Encyclopedias/Dictionaries/Reference; CIA World Factbooks,"""The 1992 CIA World Factbook"" by the United States Central Intelligence Agency is a comprehensive reference publication created in the early 1990s. This work provides an extensive overview of various countries' geographical, political, and economic profiles, along with critical data about population demographics, governmental structures, and social statistics.  The opening of the factbook introduces its structured format, highlighting methods for efficient data retrieval within the text, such as searching for specific country sections. It begins by presenting detailed information about Afghanistan's geography, including land area, climate, natural resources, and environmental challenges. The dataset covers population statistics, religious distribution, and literacy rates, followed by a thorough examination of Afghanistan's government structure, economic overview, and additional specifics about its communications and military capabilities. This systematic approach continues for each country, ensuring readers can access accurate and essential information for a global understanding at a specific historical moment. (This is an automatically generated summary.)",1474,24.80,1993-01-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/48/pg48.cover.medium.jpg,https://www.gutenberg.org/files/48/48.txt,https://www.gutenberg.org/ebooks/48,
49,Surfing the Internet: An Introduction: Version 2.0.2,"Polly, Jean Armour",Computer network resources -- Directories; Electronic mail systems -- Directories; Internet addresses -- Directories,Category: How To ...; Category: Journalism/Media/Writing; Category: Language & Communication,"""Surfing the Internet: An Introduction"" by Jean Armour Polly is a non-technical guidebook written in the early 1990s, specifically 1992, during the burgeoning days of internet connectivity. The book addresses the topic of internet communications, focusing on how libraries and librarians can utilize the vast resources of the internet to enhance their services and foster communication within the scholarly community and beyond.  The content of the book serves as a primer for readers interested in understanding the potential of the internet as a tool for information sharing and exchange. It elaborates on various internet services, including electronic mail, discussion lists, and electronic journals, all while highlighting the evolving nature of networking and digital communication. Polly shares anecdotes from her experiences on the internet, illustrating its global reach and the unique virtual connections formed across geographic boundaries. The book emphasizes both the practical aspects of using the internet for research and communication, as well as its role as an equalizer that breaks down barriers in information access and social interactions. Overall, it invites readers to embark on their own internet journeys, encouraging exploration and active participation in this new digital landscape. (This is an automatically generated summary.)",808,57.10,1993-01-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/49/pg49.cover.medium.jpg,https://www.gutenberg.org/files/49/49.txt,https://www.gutenberg.org/ebooks/49,
50,Pi,"Hemphill, Scott",Mathematics; Pi,Category: Mathematics; Mathematics,,573,,1993-01-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/50/pg50.cover.medium.jpg,https://www.gutenberg.org/cache/epub/50/pg50.txt.utf8,https://www.gutenberg.org/ebooks/50,
51,Anne of the Island,"Montgomery, L. M. (Lucy Maud)","Canada -- History -- 1914-1945 -- Fiction; Interpersonal relations -- Fiction; Nova Scotia -- History -- 20th century -- Fiction; Orphans -- Fiction; Prince Edward Island -- History -- 20th century -- Fiction; Self-perception -- Fiction; Shirley, Anne (Fictitious character) -- Fiction; Universities and colleges -- Fiction",Canada; Category: Children & Young Adult Reading; Category: Novels; Children's Literature,"""Anne of the Island"" by L. M. Montgomery is a novel published in 1915. Anne Shirley leaves Prince Edward Island for the first time to attend Redmond College in Nova Scotia, embarking on new adventures with old and new friends. As she navigates college life, romantic proposals, and questions of true love, Anne must discover what her heart truly desires—and whether the ideal she's always imagined matches reality. (This is an automatically generated summary.)",4434,83.70,2006-03-08T00:00:00.000Z,https://www.gutenberg.org/cache/epub/51/pg51.cover.medium.jpg,https://www.gutenberg.org/files/51/51.txt,https://www.gutenberg.org/ebooks/51,
52,The Square Root of 2,"Kerr, Stan",Mathematics; Square root,Mathematics,,126,,1993-02-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/52/pg52.cover.medium.jpg,https://www.gutenberg.org/files/52/52.txt,https://www.gutenberg.org/ebooks/52,
53,"Workshop on Electronic Texts: Proceedings, 9-10 June 1992",Library of Congress,Electronic books; Electronic publishing -- Congresses; Text processing (Computer science) -- Congresses,Category: Engineering & Technology; Category: Reports & Conference Proceedings,"""Workshop on Electronic Texts: Proceedings"" edited by James Daly is a scientific publication documenting discussions and presentations from a conference held in the early 1990s. The book captures the collaborative exploration of methodologies for digitizing, preserving, and presenting historical textual materials and images, focusing on the implications of electronic texts for scholarship, usability, and technology in library sciences.   The opening of this work sets the stage for a gathering at the Library of Congress where diverse stakeholders shared their insights and experiences related to electronic texts. The introduction highlights the themes of the workshop, including imaging, conversion techniques, and the challenges of copyright, while emphasizing the ongoing evolution of scholarly communication due to technological advancements. It outlines the concerns about quality versus quantity in digitization efforts, the need for standards in electronic texts, and the importance of understanding user requirements in an evolving digital landscape. Overall, the text serves as a comprehensive overview of a crucial stage in the shift toward electronic archival practices in the humanities. (This is an automatically generated summary.)",824,37.30,1993-02-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/53/pg53.cover.medium.jpg,https://www.gutenberg.org/files/53/53.txt,https://www.gutenberg.org/ebooks/53,
54,The Marvelous Land of Oz,"Baum, L. Frank (Lyman Frank)",Conduct of life -- Juvenile fiction; Fantasy literature; Friendship -- Juvenile fiction; Kings and rulers -- Juvenile fiction; Magic -- Juvenile fiction; Oz (Imaginary place) -- Juvenile fiction; Practical jokes -- Juvenile fiction; Queens -- Juvenile fiction; Voyages and travels -- Juvenile fiction; Witches -- Juvenile fiction; Women soldiers -- Juvenile fiction; Youth -- Conduct of life -- Juvenile fiction,Category: American Literature; Category: Children & Young Adult Reading; Category: Novels; Category: Science-Fiction & Fantasy; Children's Literature; Fantasy,"""The Marvelous Land of Oz"" by L. Frank Baum is a novel published in 1904. This sequel follows young Tip as he escapes his cruel guardian, the witch Mombi, with a magical pumpkin-headed companion. When an all-girl army conquers the Emerald City, Tip joins forces with the Scarecrow and Tin Woodman on a wild adventure involving flying machines, hidden royalty, and shocking transformations that will determine Oz's rightful ruler. (This is an automatically generated summary.)",2662,79.80,1993-02-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/54/pg54.cover.medium.jpg,https://www.gutenberg.org/files/54/54.txt,https://www.gutenberg.org/ebooks/54,
55,The Wonderful Wizard of Oz,"Baum, L. Frank (Lyman Frank)","Courage -- Juvenile fiction; Cowardly Lion (Fictitious character) -- Juvenile fiction; Cyclones -- Juvenile fiction; Dreams -- Juvenile fiction; Fantasy literature; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Good and evil -- Juvenile fiction; Home -- Juvenile fiction; Oz (Imaginary place) -- Juvenile fiction; Scarecrow (Fictitious character from Baum) -- Juvenile fiction; Tin Woodman (Fictitious character) -- Juvenile fiction; Toto (Fictitious character) -- Juvenile fiction; Witches -- Juvenile fiction; Wizard of Oz (Fictitious character) -- Juvenile fiction",Category: Adventure; Category: American Literature; Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Children's Literature; Fantasy,"""The Wonderful Wizard of Oz"" by L. Frank Baum is a children's novel written in 1900. When a cyclone sweeps young Dorothy and her dog Toto from Kansas to the magical Land of Oz, she discovers only one way home: she must destroy the Wicked Witch of the West. Joined by a Scarecrow seeking brains, a Tin Woodman wanting a heart, and a Cowardly Lion desiring courage, Dorothy follows the yellow brick road to seek help from the mysterious Wizard of Oz. (This is an automatically generated summary.)",34120,86.60,1993-02-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/55/pg55.cover.medium.jpg,https://www.gutenberg.org/files/55/55.txt,https://www.gutenberg.org/ebooks/55,
56,NREN for All: Insurmountable Opportunity,"Polly, Jean Armour",Internet; National Research and Education Network (Computer network),Category: Engineering & Technology; Category: Teaching & Education,"""NREN for All: Insurmountable Opportunity"" by Jean Armour Polly is a scientific publication written in the early 1990s. The book discusses the National Research and Education Network (NREN), highlighting its potential to enhance access to information and collaboration in various fields, particularly for those in underserved, rural areas. Polly explores the implications of NREN and its capability to bridge educational divides through technology.  In her analysis, Polly emphasizes the challenges that may arise with the implementation of NREN, particularly focusing on accessibility, privacy, and the role of public libraries in this new digital landscape. She poses critical questions regarding how individuals, especially children in remote areas, will access these new technologies and resources. Throughout the publication, Polly advocates for the importance of public libraries as vital access points to high-speed internet, while also recognizing the financial and infrastructural hurdles they face. The book ultimately serves as a call to action for ensuring equitable access to information technology and the preservation of library services in the face of evolving digital demands. (This is an automatically generated summary.)",683,45.00,1993-03-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/56/pg56.cover.medium.jpg,https://www.gutenberg.org/files/56/56.txt,https://www.gutenberg.org/ebooks/56,
57,Aladdin and the Magic Lamp,Unknown,Arabs -- Folklore; Children's stories; Fairy tales; Folklore -- Arab countries,"Category: Adventure; Category: Historical Novels; Category: Mythology, Legends & Folklore","""Aladdin and the Magic Lamp"" by Unknown is a Middle Eastern folk tale added to One Thousand and One Nights by French translator Antoine Galland in 1710. A poor young man in China encounters a sorcerer who tricks him into retrieving a magical lamp from an enchanted cave. Trapped but aided by a magic ring, Aladdin escapes with the lamp and discovers it contains a powerful genie. He gains wealth, marries a princess, and builds a magnificent palace—but the vengeful sorcerer returns to reclaim the lamp and steal everything Aladdin has won. (This is an automatically generated summary.)",1565,85.80,1993-03-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/57/pg57.cover.medium.jpg,https://www.gutenberg.org/files/57/57.txt,https://www.gutenberg.org/ebooks/57,
58,Paradise Regained,"Milton, John",Bible. Gospels -- History of Biblical events -- Poetry; English poetry; Epic poetry; Jesus Christ -- Temptation -- Poetry,Category: British Literature; Category: Classics of Literature; Category: Poetry; Category: Religion/Spirituality,"""Paradise Regained"" by John Milton is an epic poem first published in 1671. This brief epic depicts Christ's forty days in the wilderness, where Satan attempts to break his resolve through increasingly sophisticated temptations. Unlike Milton's ornate ""Paradise Lost,"" this work employs a plainer style to chronicle Christ's spiritual battle. Through offers of food, wealth, power, and ancient wisdom, Satan tests the fasting Jesus, who responds with scripture and steadfast refusal. The poem explores themes of reversal and hunger—both literal and spiritual—as Christ resists temptation to regain what humanity lost in Eden. (This is an automatically generated summary.)",1398,61.30,1993-03-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/58/pg58.cover.medium.jpg,https://www.gutenberg.org/files/58/58.txt,https://www.gutenberg.org/ebooks/58,
59,Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth in the Sciences,"Descartes, René",Methodology; Science -- Methodology,Category: History - Early Modern (c. 1450-1750); Category: Philosophy & Ethics; Harvard Classics; Philosophy,"""Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth in the Sciences"" by René Descartes is a philosophical and autobiographical treatise published in 1637. Descartes confronts skepticism by doubting everything to discover incontrovertible truth. This approach leads him to his famous conclusion ""I think, therefore I am."" He presents four precepts for arriving at genuine knowledge, starting from the simplest ideas and building systematically. The work establishes foundations for modern philosophy and natural sciences, introducing reasoning methods that would revolutionize Western thought. (This is an automatically generated summary.)",6038,7.50,1993-03-01T00:00:00.000Z,https://www.gutenberg.org/cache/epub/59/pg59.cover.medium.jpg,https://www.gutenberg.org/files/59/59.txt,https://www.gutenberg.org/ebooks/59,
